season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2025,12,ARI,REG,JAX,34,50,315,1,0,6,-44,0,0,381,159,15,-10.048487106693832,3.2745109304137854,0,20,55,1,0,0,6,-1.1198895788402297,0,34,46,315,1,0,0,381,159,15,4.353484631043935,0,0,33,1,29,3,15,1,3.0,19.0,5,3,0,7,0,0,0,0,1,1,1,1,1,7,53,4,0,0,5,127,1,2,1,0,29.0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,29,33,,29,33,0,3,3,0,0,1.0,0,0,0,0,0
2025,12,ATL,REG,NO,16,23,199,2,1,3,-18,1,0,169,87,7,-3.414532629392796,7.1835677325725555,0,29,121,0,0,0,6,-2.094245950589422,1,16,20,199,2,0,0,169,87,7,4.314871751295868,0,0,57,0,22,6,34,0,5.0,29.0,9,1,0,6,0,0,0,0,1,1,1,1,0,9,82,4,1,5,3,99,3,3,0,0,56.0,1.0,0,0,0,1,2,0,0,0,0,0,0,0,56;41;54,,,151,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,12,BAL,REG,NYJ,13,23,153,0,0,1,-10,0,0,224,51,7,-0.07102452922358271,1.1591093242168427,0,34,98,2,0,0,7,-2.703149602025272,0,13,20,153,0,0,0,224,51,7,3.82451156998773,0,0,34,1,37,4,13,1,3.0,18.0,7,1,0,2,0,0,0,0,1,1,1,1,0,5,30,3,0,0,3,86,3,3,0,0,35.0,1.0,0,1,2,0,0,0,0,0,0,0,0,0,31;35;27,,,93,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,12,BUF,REG,HOU,24,34,253,0,2,8,-70,0,0,161,180,9,-7.277763720803338,0.7711865939199924,0,24,143,1,0,0,5,2.610295501362998,0,24,32,253,0,1,1,161,180,9,0.9749335099490888,0,1,28,1,33,3,8,0,0.0,0.0,4,0,0,5,0,0,0,0,0,0,0,0,0,6,54,3,4,15,4,167,2,2,0,0,44.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,44;38,,,82,0,0,1,2,1,0,0.5,0,0,0,0,0
2025,12,CAR,REG,SF,18,29,169,1,2,1,-8,0,0,171,122,9,-9.992723701494928,-2.5994314087761774,0,13,69,0,0,0,3,1.1641132161021233,0,18,27,169,1,0,0,171,122,9,-7.615255303886901,0,0,32,0,58,3,11,1,0.0,0.0,1,3,36,4,0,0,0,0,1,1,0,0,0,4,30,4,1,6,3,74,1,2,1,0,25.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,25,57,,25,57,0,0,0,0,0,,0,0,0,0,0
2025,12,CHI,REG,PIT,19,35,239,3,0,1,-10,1,1,328,98,11,0.5364274792325929,-3.924371600151062,0,25,99,1,1,1,7,0.2606248884694651,0,19,30,239,3,0,0,328,98,11,8.764461047074292,0,0,38,2,48,5,16,2,2.0,12.0,4,1,0,4,0,0,0,0,0,0,1,1,0,7,83,3,0,0,5,134,1,1,0,0,47.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,47,,,47,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,12,CIN,REG,NE,20,38,197,1,1,1,-10,0,0,336,60,10,-13.637724538918853,-5.871537766035865,0,23,120,0,0,0,8,1.6494273685384542,0,20,34,197,1,0,0,336,60,10,-7.9937777468325,0,0,33,0,48,3,11,0,1.0,9.0,3,1,32,5,1,0,0,0,0,0,0,0,0,6,65,6,2,14,5,116,2,2,0,0,63.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,54;63,,,117,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,12,CLE,REG,LV,11,20,209,1,1,1,-3,0,0,195,146,4,1.9820752221727345,-6.131654812230004,0,27,64,2,0,0,4,-7.63632237771526,0,11,18,209,1,1,1,195,146,4,0.26890087615322056,0,0,42,3,43,13,72,2,10.0,77.0,20,0,0,5,0,0,0,0,0,0,1,1,0,8,77,2,4,61,3,86,1,1,0,0,53.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,53,,,53,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,12,DAL,REG,PHI,23,36,354,2,1,1,-6,0,0,366,129,17,4.564077011044182,1.4702287742069788,0,31,125,1,1,1,7,-7.143248471285915,0,23,35,354,2,1,0,366,129,17,6.176602200980623,0,0,35,0,24,2,14,2,1.0,13.0,6,0,0,3,0,0,0,0,0,0,2,2,0,8,69,3,1,1,3,85,1,2,1,0,42.0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,42,51,,42,51,0,3,3,0,0,1.0,1,1,0,0,42
2025,12,DET,REG,NYG,28,42,279,2,1,3,-22,0,0,221,169,13,-6.8733894155409985,-2.8875761910488733,0,20,237,2,0,0,9,15.552719756000442,0,28,38,279,2,0,0,221,169,13,2.836218784465188,0,0,41,2,40,4,10,1,1.0,4.0,7,1,0,6,0,0,0,0,0,0,0,0,0,9,81,5,0,0,6,183,2,2,0,0,59.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,37;59,,,96,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,12,GB,REG,MIN,15,22,146,0,0,1,-4,0,0,177,65,8,5.860800781450475,5.1076029028211325,0,42,146,2,0,0,13,-6.856481178168112,0,15,21,146,0,0,0,177,65,8,8.435663023934467,0,0,31,0,20,7,32,0,5.0,35.0,10,2,0,4,0,0,0,0,0,0,1,1,0,2,10,4,2,21,2,46,3,3,0,0,40.0,1.0,0,0,2,1,0,0,0,0,0,0,0,0,32;30;40,,,102,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,12,HOU,REG,BUF,16,30,153,2,0,0,0,0,0,231,65,7,-6.352323018502744,-7.499050136123385,0,26,108,0,0,0,6,2.81782941709389,0,16,28,153,2,0,0,231,65,7,-3.7760381652268786,0,0,46,0,28,11,72,1,8.0,70.0,12,2,29,5,0,0,0,0,0,0,1,1,0,5,40,4,0,0,5,116,3,3,0,0,43.0,1.0,0,2,0,1,0,0,0,0,0,0,0,0,24;43;26,,,93,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,12,IND,REG,KC,19,31,181,2,0,0,0,0,0,139,126,6,1.4296765363172348,-5.146127554678148,0,19,74,0,0,0,5,-1.6380376993329264,0,19,31,181,2,0,0,139,126,6,1.4296765363172348,0,0,57,0,44,4,4,1,4.0,6.0,11,1,3,5,0,0,0,0,0,0,1,1,0,11,83,6,3,49,6,172,2,2,0,0,32.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,32;23,,,55,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,12,JAX,REG,ARI,18,30,256,3,3,3,-19,1,1,271,104,13,-9.005758199020079,-2.9648780822753906,0,28,134,0,0,0,6,-2.2794250786537305,0,18,30,256,3,0,0,271,104,13,-1.2149072204013716,0,0,50,2,30,11,42,1,6.0,44.0,15,0,0,5,0,0,0,0,0,0,0,0,0,7,60,3,2,43,1,39,2,2,0,0,52.0,1.0,0,0,0,0,2,0,0,0,0,0,0,0,52;52,,,104,0,0,3,3,0,0,1.0,1,1,0,0,52
2025,12,KC,REG,IND,29,46,352,0,1,4,-6,0,0,351,218,15,8.500650892524233,1.1543809674506964,1,41,148,1,1,1,14,-7.216085507522764,0,29,43,352,0,0,0,351,218,15,13.834421039886992,1,0,32,3,23,4,8,0,0.0,0.0,6,0,0,6,0,0,0,0,0,0,0,0,0,7,57,6,4,7,5,115,5,5,0,0,48.0,1.0,0,4,0,1,0,0,0,0,0,0,0,0,28;48;22;25;27,,,150,0,0,0,0,0,0,,1,1,0,0,27
2025,12,LA,REG,TB,25,35,273,3,0,1,-10,0,0,249,112,16,8.219429925997625,4.716209366041071,0,19,70,0,0,0,4,-2.9608158029150218,0,25,34,273,3,0,0,249,112,16,13.802994719688664,0,0,37,0,28,7,39,0,4.0,33.0,6,2,81,10,1,0,0,0,0,0,0,0,0,4,32,3,1,8,0,0,2,2,0,0,52.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,40;52,,,92,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,12,LV,REG,CLE,30,44,285,1,0,10,-77,2,1,361,171,15,-20.258941511998373,0.5469675574983869,0,21,60,0,0,0,2,-8.32938545756042,0,30,42,285,1,0,0,361,171,15,1.9470187961317813,0,0,29,1,25,11,29,1,1.0,3.0,5,1,18,1,0,0,0,0,1,1,1,1,0,13,109,6,2,10,3,79,1,2,1,0,41.0,0.5,0,0,0,1,0,0,0,0,0,1,0,0,41,48,,41,48,0,1,1,0,0,1.0,0,0,0,0,0
2025,12,MIN,REG,GB,12,19,87,0,2,5,-35,0,0,100,31,3,-16.463835103171725,-4.204098052448696,0,20,93,0,1,0,8,-2.4288882554974407,0,12,18,87,0,0,0,100,31,3,-9.11546140987411,0,0,39,2,36,5,12,0,1.0,4.0,5,0,0,4,0,1,0,0,1,2,0,0,0,2,29,2,2,11,4,94,2,2,0,0,59.0,1.0,0,0,0,0,2,0,0,0,0,0,0,0,52;59,,,111,0,0,0,0,0,0,,0,0,0,0,0
2025,12,NE,REG,CIN,22,35,294,1,1,1,-9,0,0,297,105,12,6.7743000405394485,-0.4191146655516191,0,31,107,0,0,0,7,-6.538857653121667,0,22,33,294,1,0,0,297,105,12,10.061663031323906,0,0,34,0,28,1,10,0,1.0,10.0,6,1,33,5,1,0,0,0,0,0,0,0,0,4,52,4,1,0,4,106,4,4,0,0,52.0,1.0,1,0,0,2,1,0,0,0,0,0,0,0,41;45;19;52,,,157,0,0,2,2,0,0,1.0,0,0,0,0,0
