season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2025,3,ARI,REG,SF,22,35,159,1,0,1,-5,0,0,177,92,8,-0.6186131590061501,-2.625567948116976,0,28,106,0,1,0,7,-0.08796402605366893,0,22,34,159,1,0,0,177,92,8,2.002655035599213,0,0,38,1,27,3,9,0,1.0,2.0,8,1,18,4,0,0,1,0,1,1,0,0,0,5,30,2,1,8,4,115,2,3,1,0,34.0,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,0,34;28,57,,62,57,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,ATL,REG,CAR,23,43,201,0,2,0,0,0,0,306,111,11,-21.848133884173095,-11.81698913981275,0,23,131,0,1,1,6,-0.5324786291457713,0,23,41,201,0,0,0,306,111,11,-20.450830615859687,0,0,34,2,24,4,10,0,1.0,7.0,3,0,0,2,0,0,0,0,0,0,1,1,0,3,23,4,2,0,5,58,0,2,2,0,,0.0,0,0,0,0,0,0,0,0,0,1,1,0,,49;55,,0,104,0,0,0,0,0,,0,0,0,0,0
2025,3,BAL,REG,DET,21,28,288,3,0,7,-55,1,0,284,101,14,10.563762240672784,11.691135913133621,0,19,85,1,1,1,4,-6.811250479891896,0,21,28,288,3,0,0,284,101,14,21.64968670082465,0,0,39,1,37,4,16,0,0.0,0.0,6,0,0,1,0,0,0,0,1,1,0,0,0,3,10,4,3,31,4,105,1,1,0,0,41.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,41,,,41,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,3,BUF,REG,MIA,22,28,213,3,0,2,-10,0,0,111,160,12,10.64952215948613,7.680893937746684,0,27,157,1,1,0,9,5.155296267549694,0,22,27,213,3,0,0,111,160,12,12.436678983271122,0,0,40,0,20,5,15,0,0.0,0.0,1,1,24,3,0,1,0,0,2,3,0,0,0,3,35,5,2,15,3,95,1,2,1,0,48.0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,48,39,,48,39,0,4,4,0,0,1.0,0,0,0,0,0
2025,3,CAR,REG,ATL,16,24,121,0,0,1,-7,0,0,133,76,7,-2.4837949486153077,-1.299610361456871,0,30,110,2,0,0,8,2.0001413919962943,0,16,24,121,0,0,0,133,76,7,-0.30790516077214525,0,0,41,2,22,2,7,1,0.0,0.0,2,2,65,3,1,1,0,0,0,0,1,1,0,6,55,1,1,0,1,21,3,3,0,0,57.0,1.0,0,0,1,1,1,0,0,0,0,0,0,0,57;35;41,,,133,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,3,CHI,REG,DAL,19,28,298,4,0,0,0,0,0,250,156,11,17.979574728623284,3.6546007863112857,0,29,87,0,0,0,7,-1.3850439606467262,0,19,28,298,4,0,0,250,156,11,17.979574728623284,0,0,43,5,29,2,17,1,2.0,17.0,7,3,0,6,0,0,0,0,0,0,1,1,0,6,41,0,2,31,2,41,1,1,0,0,30.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,30,,,30,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,3,CIN,REG,MIN,19,27,140,1,2,4,-22,0,0,129,84,6,-19.309545476528342,0.3612574476462144,0,21,53,0,2,1,3,-7.13378103642026,0,19,26,140,1,3,2,129,84,6,-25.62604194712219,0,0,40,1,31,3,10,1,3.0,19.0,5,0,0,1,0,0,0,0,2,2,0,0,0,4,45,4,1,9,7,149,1,1,0,0,45.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,45,,,45,0,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,CLE,REG,GB,21,36,142,0,1,2,-17,0,0,254,68,7,-8.7097985782642,-3.435839441689578,0,19,96,1,0,0,5,0.6838430766802048,0,21,33,142,0,0,0,254,68,7,-3.458036292444406,0,0,35,6,36,6,26,1,5.0,34.0,7,1,25,2,0,0,0,0,0,0,0,0,0,8,90,5,2,15,2,55,2,2,0,0,55.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,35;55,,,90,0,0,1,1,0,0,1.0,1,1,0,0,55
2025,3,DAL,REG,CHI,34,45,292,1,3,2,-17,0,0,268,117,14,-2.622585613511912,10.181947526606647,1,20,121,0,1,1,6,-0.0649206715170294,0,34,44,292,1,0,0,268,117,14,1.7629842793117843,1,0,36,1,23,4,20,0,0.0,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,4,25,6,2,28,4,93,2,2,0,0,53.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,53;33,,,86,0,0,0,0,0,0,,0,0,0,0,0
2025,3,DEN,REG,LAC,14,25,153,1,0,2,-6,0,0,269,84,5,-1.5255322747893847,-8.01634334999582,0,21,118,1,0,0,3,-0.6456146537093446,0,14,23,153,1,0,0,269,84,5,1.4886424657393031,0,0,45,1,43,7,37,2,5.0,30.0,14,1,0,7,0,0,0,0,0,0,1,1,0,10,90,5,2,56,5,141,2,2,0,0,42.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,42;26,,,68,0,0,2,2,0,0,1.0,0,0,0,0,0
2025,3,DET,REG,BAL,20,28,202,1,0,0,0,0,0,211,69,11,14.249866356456977,12.977435611761534,0,38,224,4,1,0,13,9.481793925893726,0,20,26,202,1,0,0,211,69,11,14.760139884858717,0,0,41,0,14,6,40,2,7.0,55.0,7,0,0,2,0,0,0,0,1,2,1,1,0,8,68,5,1,0,4,110,1,2,1,0,45.0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,45,67,,45,67,0,5,5,0,0,1.0,0,0,0,0,0
2025,3,GB,REG,CLE,18,25,183,1,1,5,-34,0,0,48,137,8,-0.9422872209794448,-2.6773711442947388,0,31,81,0,1,0,4,-3.799871798521092,0,18,25,183,1,0,0,48,137,8,8.132670763578396,0,0,30,4,28,5,24,0,2.0,17.0,10,1,0,3,0,0,0,0,1,1,0,0,0,14,75,6,2,8,3,78,1,2,0,1,39.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,39,,43,39,0,43,1,1,0,0,1.0,0,0,0,0,0
2025,3,HOU,REG,JAX,25,38,204,1,2,2,-20,0,0,288,91,8,-4.190346033706602,1.464213016960356,0,19,87,0,0,0,3,-3.3823644383228384,0,25,36,204,1,1,1,288,91,8,-4.070450557440791,0,0,40,0,20,3,16,0,2.0,17.0,5,1,0,7,0,0,0,0,0,0,0,0,0,7,66,3,2,11,2,53,1,2,1,0,27.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,27,52,,27,52,0,1,1,0,0,1.0,0,0,0,0,0
2025,3,IND,REG,TEN,18,25,228,1,0,0,0,0,0,175,120,10,10.818640147236174,1.6586910486221313,0,28,137,3,0,0,9,4.743311626029598,0,18,25,228,1,0,0,175,120,10,10.818640147236174,0,0,43,3,19,8,32,0,4.0,23.0,7,1,32,4,1,0,0,0,0,0,0,0,0,4,23,4,0,0,3,104,2,3,1,0,36.0,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,1,0,24;36,51,,60,51,0,5,5,0,0,1.0,0,0,0,0,0
2025,3,JAX,REG,HOU,20,40,222,0,1,2,-17,0,0,315,119,10,-9.546405788773784,-17.02903438555567,0,24,86,2,0,0,5,-1.065763392224918,0,20,38,222,0,0,0,315,119,10,-5.787896726252159,0,0,38,1,21,4,16,1,2.0,20.0,6,2,6,6,0,0,0,0,0,0,1,1,0,9,70,4,2,17,2,48,1,2,1,0,39.0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,39,47,,39,47,0,2,2,0,0,1.0,0,0,0,0,0
