season,week,team,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance
2025,9,ARI,REG,DAL,21,31,261,2,0,5,-40,0,0,248,127,14,7.010368498253448,7.376096371946664,0,29,119,1,1,0,9,0.12887395697180182,0,21,29,261,2,0,0,248,127,14,16.809535870074107,0,0,42,1,27,6,42,4,5.0,40.0,9,1,0,6,0,0,0,0,1,2,2,2,0,2,10,1,1,5,4,102,2,2,0,0,48.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,48;34,,,82,0,0,3,3,0,0,1.0,0,0,0,0,0
2025,9,ATL,REG,NE,22,37,221,3,0,1,-4,1,0,304,53,13,3.742431711216262,4.721757944892435,0,16,71,0,0,0,3,0.022524551139213145,0,22,34,221,3,0,0,304,53,13,7.531137427824355,0,0,47,0,20,7,46,2,6.0,38.0,6,1,17,3,0,0,0,0,1,1,1,1,0,5,40,6,2,28,5,120,1,1,0,0,38.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,38,,,38,0,0,2,3,1,0,0.6666666666666666,0,0,0,0,0
2025,9,BAL,REG,MIA,18,23,204,4,0,2,-16,0,0,207,91,11,10.401708490913734,18.104419889657393,0,31,150,0,0,0,7,-0.9445660525234416,0,18,23,204,4,0,0,207,91,11,13.562464855145663,0,0,40,1,25,3,5,2,2.0,16.0,5,1,9,4,0,0,0,0,0,0,2,2,0,5,56,3,1,17,3,77,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1.0,0,0,0,0,0
2025,9,BUF,REG,KC,23,26,273,1,0,3,-10,0,0,133,169,13,9.603388036164688,18.442466139793396,0,35,141,3,0,0,9,4.973165787101829,0,23,25,273,1,0,0,133,169,13,15.05459545229678,0,0,27,0,28,5,20,0,3.0,24.0,15,1,0,5,0,0,0,0,0,0,0,0,0,4,40,6,2,14,4,105,0,1,1,0,,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,52,,0,52,0,4,4,0,0,1.0,0,0,0,0,0
2025,9,CAR,REG,GB,11,20,102,0,1,1,0,1,0,125,23,6,-3.305482862138888,-11.497365173540617,0,33,163,2,0,0,11,8.415791934352821,0,11,19,102,0,0,0,125,23,6,-2.8900692652969155,0,0,36,1,39,4,18,1,1.0,8.0,6,1,36,4,0,0,0,0,1,1,1,1,0,5,39,3,0,0,3,70,1,1,0,0,49.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,49,,,49,0,0,1,2,1,0,0.5,1,1,0,0,49
2025,9,CHI,REG,CIN,22,37,302,4,0,2,-9,0,0,295,190,17,18.818404363642347,-0.14702388468910665,0,37,283,2,0,0,11,16.073297424358316,0,22,34,302,4,0,0,295,190,17,23.221029628311133,0,0,38,1,27,4,23,1,3.0,21.0,5,2,6,7,0,0,0,0,0,0,1,1,0,7,43,5,0,0,6,134,2,3,0,1,36.0,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,0,24;36,,47,60,0,47,5,5,0,0,1.0,0,0,0,0,0
2025,9,CIN,REG,CHI,31,47,470,4,2,3,-21,1,1,427,183,22,16.731745319796122,2.815685404671563,1,15,46,0,0,0,3,-1.7252477626898326,0,31,45,470,4,0,0,427,183,22,28.404808962252602,1,1,37,0,48,2,9,0,2.0,9.0,7,0,0,6,0,0,0,0,0,0,0,0,0,7,49,7,2,12,8,297,2,3,1,0,41.0,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,1,0,41;33,54,,74,54,0,4,4,0,0,1.0,0,0,0,0,0
2025,9,DAL,REG,ARI,24,39,250,1,1,5,-40,0,0,400,91,14,-4.5026787937891255,-0.4851244390010834,0,21,123,0,0,0,8,3.3821345303440467,0,24,36,250,1,4,2,400,89,14,-2.3216609065743143,0,1,39,1,33,8,46,0,5.0,40.0,11,0,0,2,0,0,0,0,2,2,0,0,0,6,55,6,1,6,6,151,1,2,1,0,26.0,0.5,0,1,0,0,0,0,0,0,0,0,0,1,26,68,,26,68,0,2,2,0,0,1.0,0,0,0,0,0
2025,9,DEN,REG,HOU,18,37,173,2,1,1,-2,0,0,441,92,9,-3.500159671231928,-10.228743447976953,1,23,100,0,0,0,6,-2.079911209888819,0,18,34,173,2,0,0,441,92,9,-1.0171831173867087,1,0,43,0,34,4,25,0,4.0,25.0,7,0,0,7,0,1,0,0,0,0,0,0,0,4,41,6,4,30,3,76,1,2,0,1,34.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,34,,51,34,0,51,1,1,0,0,1.0,1,1,0,0,34
2025,9,DET,REG,MIN,25,37,284,2,0,5,-44,0,0,249,141,11,4.1288096063833954,-2.515587459007899,0,20,65,1,1,1,3,-4.567611917620525,0,25,36,284,2,0,0,249,141,11,14.93261122860713,0,0,35,1,25,7,34,0,5.0,27.0,9,1,0,3,0,0,0,0,0,0,0,0,0,10,76,4,2,15,6,170,1,2,0,1,41.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,41,,45,41,0,45,3,3,0,0,1.0,0,0,0,0,0
